feature_group,feature_name,classifier,n_episodes,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,macro_precision_mean,macro_recall_mean
direct_binned,bins1024_auc,logreg,100,0.6070833333333333,0.08104064152017951,0.5125429856528658,0.07914832590003743,0.5843494653494653,0.6673809523809524
direct_binned,bins1024_auc,svm,100,0.64125,0.09153552756081182,0.5317799522822884,0.0789261989787671,0.5948809986309986,0.6467195767195767
direct_binned,bins1024_auc,xgboost,100,0.5720833333333334,0.0992492511852383,0.48002966171143585,0.08056264846014612,0.5507955361631832,0.5923280423280423
direct_binned,bins2048_auc,logreg,100,0.6154166666666666,0.08517637836923314,0.5178695964818997,0.08368041486089048,0.5886894940571411,0.6631216931216932
direct_binned,bins2048_auc,svm,100,0.6516666666666667,0.09410962635824476,0.540855892479267,0.08171141794808616,0.5974126799126799,0.66005291005291
direct_binned,bins2048_auc,xgboost,100,0.5870833333333334,0.09138213416442212,0.49169633055706546,0.07119530452176331,0.5595193371443371,0.6082275132275132
foundation_backbone,mae_flatten,logreg,100,0.63125,0.09845449221359602,0.5240480349010075,0.07232855071342754,0.6029144281644282,0.6127513227513228
foundation_backbone,mae_flatten,svm,100,0.61125,0.09289712127020841,0.5143236706512337,0.0662447907084521,0.6083839771339771,0.5919047619047619
foundation_backbone,mae_flatten,xgboost,100,0.5833333333333334,0.08561686115234689,0.4865791075521137,0.06706997312946447,0.569675558918206,0.5670105820105821
prototype_head,mae_embeddings,prototype_mahalanobis_support_anova,100,0.6470833333333332,0.08852811096468982,0.5410733020112838,0.06894482729255173,0.6210353072853073,0.6342592592592592
